Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,bert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,88.55894422531128
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,distilbert-base-uncased,0.6,0.4285714285714285,1.0,67.21903419494629
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,44.98087692260742
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,albert-base-v2,0.5,0.3571428571428571,0.8333333333333334,76.6971800327301
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,facebook/bart-base,0.3,0.2142857142857142,0.5,200.3023660182953
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,gpt,0.4,0.2857142857142857,0.6666666666666666,57.483181953430176
TPC-DI,View-Unionable,prospect_both_0_30_ac1_av,roberta-base,0.4,0.2857142857142857,0.6666666666666666,91.15139818191528
TPC-DI,View-Unionable,prospect_both_0_30_ec_av,bert-base-uncased,0.6,0.4285714285714285,1.0,69.05967998504639
TPC-DI,View-Unionable,prospect_both_0_30_ec_av,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,48.63484215736389
TPC-DI,View-Unionable,prospect_both_0_30_ec_av,sentence-transformers/all-MiniLM-L6-v2,0.6,0.4285714285714285,1.0,33.603293895721436
TPC-DI,View-Unionable,prospect_both_0_30_ec_av,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,62.79935789108277
TPC-DI,View-Unionable,prospect_both_0_30_ec_av,facebook/bart-base,0.4,0.2857142857142857,0.6666666666666666,155.97705006599426
TPC-DI,View-Unionable,prospect_both_0_30_ec_av,gpt,0.3,0.2142857142857142,0.5,51.14303493499756
TPC-DI,View-Unionable,prospect_both_0_30_ec_av,roberta-base,0.4,0.2857142857142857,0.6666666666666666,84.14140892028809
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,bert-base-uncased,0.8148148148148148,0.6875,1.0,97.3587930202484
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,distilbert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,74.36899304389954
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,sentence-transformers/all-MiniLM-L6-v2,0.8148148148148148,0.6875,1.0,49.915194272994995
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,albert-base-v2,0.7407407407407406,0.625,0.9090909090909092,108.43046879768372
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,facebook/bart-base,0.8148148148148148,0.6875,1.0,254.94852995872495
TPC-DI,View-Unionable,prospect_both_0_50_ac4_ev,gpt,0.8148148148148148,0.6875,1.0,63.10077619552612
